Photo URL,Aesthetic Type,Descriptions and hashtag
https://64.media.tumblr.com/7082598d8f983a34e9798b417064f254/8f410b1c6ff826ba-3e/s400x600/cfabe505b1816eb4acfd26496f1905c6b8404342.jpg,cottagecore,#fall vibes#fallcore#cottagecore#forestcore#black cats#cats#fall fashion#fall#art
https://64.media.tumblr.com/7183496197d00ef22ab48dc762bb5262/cd00f6a248de1211-10/s250x400/a431a33b4a6bdad420dafe76834708be561854eb.jpg,cottagecore,#secret garden#ruins#abandoned places#goblincore#nature#cottagecore#fairycore#forestcore#naturecore#cryptidcore#gremlincore#moodboard#crowcore#green#mosscore#chaoscore#light academia#witch#witchy#dark cottagecore#dark academia#cottagegore#aesthetic#wild#mushroomcore#faecore#fae#faerycore#dark cottagecore moodboard#1k
https://64.media.tumblr.com/6261bd7b60b563e0a3fb99521dad03c8/cd00f6a248de1211-bf/s250x400/26cb9164dda5d41ef0c608e982d5a12d3a0106ba.jpg,cottagecore,#secret garden#ruins#abandoned places#goblincore#nature#cottagecore#fairycore#forestcore#naturecore#cryptidcore#gremlincore#moodboard#crowcore#green#mosscore#chaoscore#light academia#witch#witchy#dark cottagecore#dark academia#cottagegore#aesthetic#wild#mushroomcore#faecore#fae#faerycore#dark cottagecore moodboard#1k
https://64.media.tumblr.com/0ee7e614c15ed0a7c2c750deb949df1f/79240e6dd3a38d1d-57/s250x400/eda0d1f06b5f8003a236e7ca298d101abb18d1fb.jpg,cottagecore,#hihihi look at hiiim#cottagecore#nature#naturecore#flowers#flowercore#bunnies#bunny#farmcore#animals#cute#funny#funny bunny <3
https://64.media.tumblr.com/bca67fff10b20409cc8fcdf6ebf7c332/79240e6dd3a38d1d-be/s250x400/7d085443f62ca492e2a932c95af77ea01efabb3f.jpg,cottagecore,#hihihi look at hiiim#cottagecore#nature#naturecore#flowers#flowercore#bunnies#bunny#farmcore#animals#cute#funny#funny bunny <3
https://64.media.tumblr.com/0c39d145a362f6292d9f6c3bbc02a944/28a0b0afd98203a7-56/s400x600/936c761c3ebfe0ece194f40df65ba54f2a898362.jpg,cottagecore,#love#romantic#mine#cottagecore#royalcore#princesscore#classical#elegant#garden
https://64.media.tumblr.com/e8acbb5be3dbd4b06830252c16d60bff/dbe62a821c444542-b0/s400x600/247cc61a9180f07f4680d8fcc68a5e9377572557.jpg,cottagecore,#monet's garden#monet's pond#aesthetic#cottagecore#ethereal#art#nature#cottage witch#green#faecore#artwork#grandmacore#places#travel#landscape#naturecore#forestcore#photography#gardencore#flowercore#fairycore#angelcore#light academia#dark academia#curators on tumblr
https://64.media.tumblr.com/448c1d7e281291706bd83af2eeae53da/0de29e88a031b114-be/s400x600/a4af593a410f1fc8e3a37d104a9472d549ed2280.jpg,cottagecore,#europe#italy#travel#travelcore#landscape#architecture#green#grennhouse#greencore#ivy#orangerie#caste#aesthetic#nature#naturecore#cottagecore#fairycore#garden#gardening#curators on tumblr#up
https://64.media.tumblr.com/8636d9fd8eb9c9ccdde09bf050f6d40d/86666e68ee163a44-ab/s250x400/7784585ca33180ecbb34319ef5c7f1c09eca92c7.jpg,cottagecore,#bc same#aesthetic#cottagecore#art#ethereal#nature#cottage witch#green#faecore#artwork#grandmacore#medowcore#nostalgiacore#dreamcore#lovecore#warmcore#cozycore
https://64.media.tumblr.com/1550d50f835206a5bce912156d5e879a/86666e68ee163a44-5b/s250x400/85b898a2c3d9d5b768b5c35ebd86aad38a1c9cb6.jpg,cottagecore,#bc same#aesthetic#cottagecore#art#ethereal#nature#cottage witch#green#faecore#artwork#grandmacore#medowcore#nostalgiacore#dreamcore#lovecore#warmcore#cozycore
https://64.media.tumblr.com/21779ffe0ee55673e2821f9212e352f4/cd8541ed6ccf4409-0c/s250x400/8efa4d331e3d0d6f67832d3a3350130b1694b6dd.jpg,cottagecore,#art#artcore#aesthetic#naturecore#cottagecore#flowers#flowercore#lovecore#curators on tumblr#up#digital art#fairycore#fairy aesthetic#goblincore#warmcore#grandmacore#greencore#scenary#nature#plants#plantcore#plant aesthetic#roses#sunflowers#tulips
https://64.media.tumblr.com/1e55538c953b9bb80dc88494cce16ff5/8a1d8c07966e9064-87/s400x600/630457b97389e7d4d0d38b3bf0c05fa8f27186c9.jpg,cottagecore,#nature#art#design#outdoors#fashion#beauty#scenery#cottagecore#cute#flowers#inspiration#motivation#alternative#aesthetic#photography#landscape#paradise#Nature#adventure#exlore#travel#traveling#indie#style#vintage#retro#Aesthetic#dark academic aesthetic#pretty#photographers on tumblr
https://64.media.tumblr.com/fdd577ced3fc9c8aa517adb3fcac5267/0558b09caceab687-6d/s400x600/1bb4f6f06c776667488b1e8c2509484880fc3212.jpg,cottagecore,#this is too pretty#imagine living here#I would just sit outside and admire the view#cottagecore#nature#naturecore#flowers#flowercore#photography#flowers everywhere!!#purple aesthetic#warmcore
https://64.media.tumblr.com/b910215e455308aad99e1844b969fbb4/629812acb98e238e-9d/s250x400/66a3120686aff2e221aead6a3ea833f90b332f04.jpg,cottagecore,#cottagecore#water#home and garden#gardencore#aesthetic#paradise#adventure#scenery#ph#inspo#warmcore#travel#flora#flowercore#aesthetics#cottageblr#plants#mb
https://64.media.tumblr.com/f82584dd752ec16355b13eb4167acf57/629812acb98e238e-70/s250x400/d30353b855ad6531345c5fdcb77040ef9eeca87d.jpg,cottagecore,#cottagecore#water#home and garden#gardencore#aesthetic#paradise#adventure#scenery#ph#inspo#warmcore#travel#flora#flowercore#aesthetics#cottageblr#plants#mb
https://64.media.tumblr.com/d2a7a26e5b824288800448a0c1d87325/f341bad517cab69a-2b/s400x600/29dcd94698ebc782d0b69b1fc9e0e3b921f22734.jpg,cottagecore,#cottage#cottagecore#warmcore#cozycore#cozy#grandmacore#quaint#rural#country life#countryside#garden#gardening#english garden#flowers#spring#summer#gate#stairs#moss#home#house#exteriors
https://64.media.tumblr.com/92d44441557fe16aa4d809c2d47b410c/f341bad517cab69a-df/s400x600/63ce031f0090709a1c6dfe5c90d21c1d3b265078.jpg,cottagecore,#cottage#cottagecore#warmcore#cozycore#cozy#grandmacore#quaint#rural#country life#countryside#garden#gardening#english garden#flowers#spring#summer#gate#stairs#moss#home#house#exteriors
https://64.media.tumblr.com/73c2e6419d85dacaa82ff3ae1562a30c/6c661d1377e1fa8c-f3/s400x600/df54ad31103764214bd857ef99b88cdf852156f3.jpg,cottagecore,#art#illustration#cats#cottagecore
https://64.media.tumblr.com/b758ec4016c6f0637e00b26564bcdcb9/3e4de3fc488382bd-1e/s100x200/cd39211a219a9d4cdfd7e0e30cd28bbc5321f450.pnj,cottagecore,#cottagecore#elfcore#grandmacore#hobbitcore#accessoires#fashion#almondfae#rings#antique#png#transparent png#png images#moodboards
https://64.media.tumblr.com/dcf672511952ea444d54d9134953b4aa/4d14fa116fcbd344-95/s400x600/1b77606a8d4814bb4659d886f4f6eadc6ed05374.jpg,cottagecore,#forestcore#grandmacore#cottagecore#cozycore#fairycore#goblincore#pixiecore#cabincore#naturecore#gardencore#frogs#frog#countrycore#kitchencore#animalcore#aesthetic#animals#animal#frogcore
https://64.media.tumblr.com/d24199e2ebf04717ea2f55db170d1213/c9ae3d14890a5689-e7/s1280x1920/3b4d9c4b129491bd78d3e96f51e72e98c117078f.pnj,cottagecore,#archive moodboard#aesthetic#cottagecore#art#ethereal#nature#cottage witch#green#faecore#artwork#grandmacore#dark cottagecore#dark faeriecore#faeriecore#fairycore#witchcore
https://64.media.tumblr.com/3931db32b48681f37ec119af915f5e62/d4f7edfd3332b071-5e/s400x600/e45d6dd77b1838d555dfdd9a38444b2c237a3532.jpg,cottagecore,#aesthetic#cottagecore#goblincore#dark academia#light academia#spring#naturecore
https://64.media.tumblr.com/660d3fc16c90052312975edd793bb425/b683cb0260f4e65c-79/s400x600/8d14dbc2c514dba3d929575dc4ef05fdf24bd90f.jpg,cottagecore,#mushroom art#cottagecore#illustration#fairytale#drawing#cute#sweater
https://64.media.tumblr.com/fcbbe7f93d5ae277884177c3372eac46/d4ef70ce1621b72b-0d/s250x400/95df304590c5aaab7a2bf08ac8f02e0bcb0c7d9b.jpg,cottagecore,#cottage core#cottagecore#love#lovecore#grandmacore#grandpacore#honeycore#softcore#warmcore#tea#teapots#teacore#light academia#vintage#antiques#forestcore#mine#cozycore
https://64.media.tumblr.com/8903edbfe0405b22f4371f97899a2409/9c74a4ec18879abf-91/s400x600/959b5650922ca03d36ecc1985b336a09360fce53.jpg,cottagecore,#fairy#faerie#drawing#illustration#art#artwork#digital art#cottagecore#witchy vibes
https://64.media.tumblr.com/63e87bedeed4f795449f203ac774ce7b/ba2a8adfa7f7c40a-d2/s1280x1920/dd9e054f8ab980315abe510cc5490ff68c10b841.jpg,grunge,#2014 grunge#2014 style#2014 vibes#2k14 aesthetic#american apparel#dark grunge#grunge aesthetic#grunge fashion#pale grunge#the 1975#matty healy#i miss 2014#2014 tumblr#2014 revival#tumblr girls#grunge#soft grunge#doc martens#tumblr grunge#sky ferreira#grunge girl#arctic monkeys#2k14 revival#pale blog#2014 nostalgia#alex turner#chokers#edgy aesthetic#edgy girl#jesse rutherford
https://64.media.tumblr.com/9e08f6958e288918420bf9d95d336f75/33e38125746b4eec-82/s400x600/7714e228ad11ce98e34e2d381419feda8f19acb1.jpg,grunge,#s0larize#my pic#digital camera#digital photography#cybershot#sony cybershot#grunge#grunge aesthetic#weirdcore#emo#memorycore#nostalgiacore#dreamcore#nature aesthetic#nature photography#forest aesthetic#forest#forestcore#dark fairycore#grunge fairy#grungecore#cigarettes#fallcore#autumn aesthetic#fall aesthetic#digicam#lifestyle#flickr#emo aesthetic#alt fashion
https://64.media.tumblr.com/9b0b2be220389a772e48015c792e4277/2f4cdb7026755757-d2/s400x600/a660e7baa25638413219607638d7bdc8d93b9bbc.jpg,grunge,#grunge girl#alternative girl#pale grunge#grunge#aesthetic#goth gf#scene girl#goth girl#goth model#goth fashion#grunge feed#grunge fashion#style inspo#nu goth#goth aesthetic#grunge aesthetic#gothic#dark grunge#pale aesthetic
https://64.media.tumblr.com/462bf8dedfc700bc6f8518e810348a6f/2d2102bc13ee57cd-d8/s400x600/d408393d08a245135c7b281e7c3e668741aba58e.jpg,grunge,#explore#black tumblr#goth#grunge#aesthetic#anime#grunge dark#pop music#soft grunge#grunge aesthetic#skeleton roleplay#skeleton aesthetic#art skills#skeleton art#body art#arte#lovewave#tumblr#icon purple#icons grunge#icons#gg icons#kpop gg#explore page#purple#cyber punk#cybergoth#cyber y2k#skeleton rp
https://64.media.tumblr.com/3e0df9a9d1b5e223f038cec94b2d36e0/fe0374d464e5c5b6-f7/s400x600/d9fc65f9f04f6744db6f1a54320beb423769dbda.jpg,grunge,#s0larize#my pic#digital photography#digital camera#cybershot#sony cybershot#lifestyle photography#flickr#indie photography#grunge#grunge aesthetic#pale grunge#grungecore#emo#emo aesthetic#myspace emo#memorycore#nostalgiacore#nostalgia#teenagers#teencore#suburbia#emocore#over exposure#emo fashion#dark fairycore#grunge girl#punk#dreamcore#cigarettes
https://64.media.tumblr.com/5c44680cdbd72f376a61808e80c3678d/1fd85b1c550b0268-e5/s400x600/4f7f16ec00906e032b48b1e55bced81a30fd11c3.pnj,grunge,#that 70s show#grunge#grunge revival#tumblr grunge#2014 grunge#2015 grunge#grunge aesthetic#soft grunge#tumblr grunge revival
https://64.media.tumblr.com/c1d9883bc44dbe4358f68842822ea6da/d69a9d8c4c1992d7-dd/s400x600/bce0631ea380ec24ea2f3c825f1446cec4bc1102.jpg,grunge,#aesthetic#grunge#grunge aesthetic#goth#goth aesthetic#black aesthetic#art
https://64.media.tumblr.com/27f407935a8c424c543665e16f7b27a8/0b41f3944d24fe11-76/s250x400/429dea03160932bd44fcd81327cb67f78da05971.jpg,grunge,#serial experiments lain#lain iwakura#grunge#harajuku#gothic#punk fashion#grunge fashion#harajuku fashion#grunge aesthetic#mall goth#vivienne westwood#goth fashion#y2k fashion#post punk#y2k style#90s#90s style#90s fashion#y2k aesthetic#y2k#fashion#japan
https://64.media.tumblr.com/a7c2e97485802e235ae76e2d13637b50/0b41f3944d24fe11-6e/s250x400/0a153bb1e721e81b6328df9e93f1358947ed05ac.jpg,grunge,#serial experiments lain#lain iwakura#grunge#harajuku#gothic#punk fashion#grunge fashion#harajuku fashion#grunge aesthetic#mall goth#vivienne westwood#goth fashion#y2k fashion#post punk#y2k style#90s#90s style#90s fashion#y2k aesthetic#y2k#fashion#japan
https://64.media.tumblr.com/121ba825dac4d5394e1bf6352d1a0867/6e429ab066ea3845-ea/s250x400/9fd849816a84122738a8d1db1fa37e355c4cac58.jpg,grunge,#postlarım#my post#my posts#postlarim#my blog#unfortunestuff#aesthetic#tumblr aesthetic#tumblr#love#lovers#i love you#ily#grunge aesthetic#grungy aesthetic#grunge#couple aesthetic#planet#jellyfish#purple#blue#blue aesthetic#pink#pink aesthetic
https://64.media.tumblr.com/9f195944a5cb35e295b1601b32761656/b5d2fc9376990078-7c/s250x400/76c05f8190885d2f257ca9bad89e2012b16f79c2.jpg,grunge,#harajuku#grunge#grunge fashion#punk fashion#gothic#harajuku fashion#vivienne westwood#grunge aesthetic#mall goth#goth fashion#y2k fashion#y2k style#lain#iwakura lain#serial experiments lain#90s#90s fashion#fairy goth#grunge fairy#fairy grunge#cuber goth#fashion#clothes
https://64.media.tumblr.com/475d763c6fccccd31bb2b0a377de70df/9b2592e998c3cad6-28/s400x600/00c15e022e2dd3a29a8c413a7c99f4daa24273e4.jpg,grunge,#goth#gothic#tlou vibes#swamp#liminal space#liminal reality#weirdcore#nature#photography#edgy#post apocalypse#post apocalyptic#creepy#creepycore#weird#dark aesthetic#aesthetic#grunge#grunge aesthetic#mine#void#dark cottagecore#goth aesthetic
https://64.media.tumblr.com/bab197fd60bfd979c6368ac17711240a/c7a093a5dde20ed9-a8/s400x600/f8bf392bb0fb26d73c30e0195b1ddc3645cfdb69.jpg,grunge,#aesthetic#grunge#grunge aesthetic#goth#goth aesthetic#black aesthetic#art
https://64.media.tumblr.com/e8e237baf56ef9b17c93c184b25d5062/3fc21f377547cfac-5b/s250x400/be71f40684d3852e641160ac45e1014583ff6685.jpg,grunge,#2014 nostalgia#arctic monkeys#pale grunge#2014core#rockstar gf#2014 soft grunge#2014 aesthetic#sky ferreira#soft grunge#2014 tumblr#grunge tumblr#tumblr girls#grunge aesthetic#aesthetic#grunge#lana del rey#1975 album#cigarrete#cigarretes after sex#love and other drugs#artic monkeys
https://64.media.tumblr.com/fc1fb1b0702b6a5f30b4ec5bfa3371e9/3fc21f377547cfac-ad/s250x400/d1252086d0edab70a1a874655e9431eb033c0e01.jpg,grunge,#2014 nostalgia#arctic monkeys#pale grunge#2014core#rockstar gf#2014 soft grunge#2014 aesthetic#sky ferreira#soft grunge#2014 tumblr#grunge tumblr#tumblr girls#grunge aesthetic#aesthetic#grunge#lana del rey#1975 album#cigarrete#cigarretes after sex#love and other drugs#artic monkeys
https://64.media.tumblr.com/f54af21fa68123675d5ecc3d9d214905/2484eaa6e50dc793-ef/s400x600/887fdd88725d838e81b9989ddcdbd327825fd054.jpg,grunge,#dark aesthetic#grunge#grunge aesthetic#aesthetic#emo#goth#punk#scenecore#metal#scene#post punk#a e s t h e t i c#2014 grunge#metalcore#nostalgiacore#mall goth#dreamcore#glitch#2000s emo#2014 revival#soft grunge
https://64.media.tumblr.com/6777597a9f22e93738f2238732a3676d/01d35cbd82a59125-09/s400x600/54c24877da744e93804e5b9f73f47aa8af0753b7.jpg,grunge,#sushitrash666#aesthetic#grunge#emo#punk#alternative#grunge aesthetic
https://64.media.tumblr.com/deb269dace5c13a9dd07dd841268bbbc/d6596ea4d456a5e7-f7/s250x400/b53c22e71b3625816dfa125cf5f3a4a8505b4434.jpg,grunge,#harajuku#harajuku fashion#vivienne westwood#fruits magazine#fruits#japan#tokyo#grunge#grunge fashion#punk fashion#gothic#grunge aesthetic#mall goth#goth fashion#y2k fashion#y2k style#nu metal#post punk#nu metal princess
https://64.media.tumblr.com/983232f504410a87e8cc39c0549a1ebe/d6596ea4d456a5e7-6a/s250x400/93062e3455f3a6e9d1ed669f623ae0c7eedf3f74.jpg,grunge,#harajuku#harajuku fashion#vivienne westwood#fruits magazine#fruits#japan#tokyo#grunge#grunge fashion#punk fashion#gothic#grunge aesthetic#mall goth#goth fashion#y2k fashion#y2k style#nu metal#post punk#nu metal princess
https://64.media.tumblr.com/e0200f847fe46112052b8b0de9249aab/d6596ea4d456a5e7-0e/s250x400/333108333a29f85e7b9c33960c9c28b2632d92b6.jpg,grunge,#harajuku#harajuku fashion#vivienne westwood#fruits magazine#fruits#japan#tokyo#grunge#grunge fashion#punk fashion#gothic#grunge aesthetic#mall goth#goth fashion#y2k fashion#y2k style#nu metal#post punk#nu metal princess
https://64.media.tumblr.com/737bca197c67d668b3770ed7549ceaf2/d6596ea4d456a5e7-ca/s250x400/5950f5e6d3eccd1f014ea4693671a425cb40995a.jpg,grunge,#harajuku#harajuku fashion#vivienne westwood#fruits magazine#fruits#japan#tokyo#grunge#grunge fashion#punk fashion#gothic#grunge aesthetic#mall goth#goth fashion#y2k fashion#y2k style#nu metal#post punk#nu metal princess
https://64.media.tumblr.com/bd8f913fa3d7ef5fe8dee8c9f55cb185/82dc4070babf34e9-b4/s400x600/8b4ed28ba49ead78bb753fdce2552013a7c39aae.jpg,grunge,#i miss 2014#2014 aesthetic#2014 grunge#2014 revival#2014 tumblr#2014core#2014 nostalgia#2014 style#2014tumblr#5 seconds of summer#2014 5sos#2014#tumblr grunge#soft grunge#pale grunge#grunge aesthetic#grungy style#grungy girls
https://64.media.tumblr.com/7a733f30bf42381420a3cff953089b60/3faf493d75ff7631-5a/s400x600/c5bd7eaa498dc7039658606b9d1705c3bc5bf45e.jpg,grunge,#2014 grunge#i miss 2014#lana del rey#2014 nostalgia#2014 revival#2014 tumblr#coquette#pale grunge#spotify#2014 5sos#2014 core#grunge aesthetic#grungy girls#grungy style#lana del ray icons#lana is god#the 1975#the neighbourhood#tumblr grunge#2014 aesthetic
https://64.media.tumblr.com/a95ab3cc4b3c5c1df04f0d39df268027/6e3e0c0dc7f09ffc-d8/s250x400/198fb75d3d2b509a64c58b2576f4e9f10cd3021c.jpg,grunge,#this photoshoot lives rent free in my head#90s#90s fashion#90s aesthetic#90s grunge#90s nostalgia#90s punk#90s style#vintage 90s#goth fashion#grunge aesthetic#grunge fashion#punk fashion#gothic#grunge#angelina jolie#girl interrupted
